"","words","term.freq","doc.freq"
"38684","bndal",1,1
"38685","inhabitant",6,6
"38686","in-and",1,1
"38687","warange",1,1
"38688","talatra",1,1
"38689","trousseau",3,3
"38690","bridesmaids",3,3
"38691","excessive",9,7
"38692","d*cd",1,1
"38693","receded",2,2
"38694","fonned",2,2
"38695","afe",4,4
"38696","steam-and",1,1
"38697","wftm",1,1
"38698","pl*arengy",1,1
"38699","souda",1,1
"38700","priceless",1,1
"38701","askixl",1,1
"38702","pumice",2,2
"38703","l»est",1,1
"38704","briefiy",1,1
"38705","reviewed",3,3
"38706","coint",1,1
"38707","w-nn",1,1
"38708","rcu",2,2
"38709","v/aa",1,1
"38710","i.hbor",1,1
"38711","awakened",11,10
"38712","h;is",1,1
"38713","panama",1,1
"38714","wokkmkn",1,1
"38715","emplpoykd",1,1
"38716","seveil",1,1
"38717","rect",5,5
"38718","s.-r",2,2
"38719","vng",1,1
"38720","ntat",1,1
"38721","n.w.v",1,1
"38722","fon.il",1,1
"38723","clo",1,1
"38724","boys,who",1,1
"38725","jailer",3,2
"38726","scaring",2,2
"38727","plated",17,7
"38728","nesses",4,4
"38729","rivjn",1,1
"38730","vaillant",4,4
"38731","chfield",1,1
"38732","spends",4,4
"38733","lieaat",1,1
"38734","corridors",2,2
"38735","w/êêêê",1,1
"38736","positic",1,1
"38737","aiice",2,1
"38738","eluuigc",1,1
"38739","chfie",1,1
"38740","frr",3,3
"38741","ntic",1,1
"38742","kicks",2,2
"38743","in-fr",1,1
"38744","valliant",2,2
"38745","tention",13,12
"38746","exterminate",3,3
"38747","keot",1,1
"38748","cooke",3,3
"38749","id-still",1,1
"38750","l'original,and",1,1
"38751","fhy",1,1
"38752","porting'friend",1,1
"38753","kiwiull",1,1
"38754","t'h,""hva",1,1
"38755","esz",2,2
"38756","sksse",1,1
"38757","sshe",1,1
"38758","phebbï",1,1
"38759","hodwiwml",1,1
"38760","l«vrxaliun",1,1
"38761","nllmher",1,1
"38762","rtood",1,1
"38763","t-y",1,1
"38764","witnem",1,1
"38765","imiinihxi",1,1
"38766","ninmm",1,1
"38767","sara",4,3
"38768","d,vel(,in",1,1
"38769","interrogations",1,1
"38770","glss",1,1
"38771","timidly",6,6
"38772","dutiable",1,1
"38773","expirieened",1,1
"38774","v-n",1,1
"38775","x.uag",1,1
"38776","hawvin",1,1
"38777","mtawaiteto",1,1
"38778","pusmssion",1,1
"38779","tid'd",1,1
"38780","hroyo",1,1
"38781","smuggler",1,1
"38782","linens",2,2
"38783","imfoitunnto",1,1
"38784","ottawaite",1,1
"38785","imlhin",1,1
"38786","ivslhiil",1,1
"38787","l.orrelle",1,1
"38788","ï..ii..«.i,x",1,1
"38789","viiebuc",1,1
"38790","p«l.li.,l",1,1
"38791","ufv,.v",1,1
"38792","lcex",1,1
"38793","iiutwi",1,1
"38794","tiivihl",1,1
"38795","ernnr",1,1
"38796","i.n-hllx",1,1
"38797","wwinewlwv",1,1
"38798","k...f",1,1
"38799","uhj,v",1,1
"38800","r»r",4,4
"38801","nmk",3,3
"38802","m,,l",1,1
"38803","lnvf",1,1
"38804","hiirutm",1,1
"38805","i.mi-tii",1,1
"38806","aiiviiilant",1,1
"38807","t!,o",2,2
"38808","kun.ltarnnk",1,1
"38809","mtilim",1,1
"38810","liivf",1,1
"38811","miiunw",1,1
"38812","h,woru",1,1
"38813","ronh",1,1
"38814","b-ihtieu",1,1
"38815","ltt",1,1
"38816","vvar",1,1
"38817","an.v",1,1
"38818","mdwth.li",1,1
"38819","n»mu.ne",1,1
"38820","mlvaiivvd",1,1
"38821","ueoesaary",1,1
"38822","aulnv",1,1
"38823","pn'-*ent",1,1
"38824","l.ev",1,1
"38825","km,net",1,1
"38826","nm,l",1,1
"38827","latohntml",1,1
"38828","hief",2,1
"38829","hamnsk",1,1
"38830","thistles",1,1
"38831","vnwll",1,1
"38832","picavd",1,1
"38833","tahourctichc",1,1
"38834","axes",7,6
"38835","xxit",1,1
"38836","nil.aving",1,1
"38837","vmvw],vrv",1,1
"38838","aai,ï",1,1
"38839","attainment",1,1
"38840","xrkell",1,1
"38841","xvavcd",1,1
"38842","ahovo",1,1
"38843","h.a",1,1
"38844","resented",6,6
"38845","hyuu",1,1
"38846","ia»uisv",1,1
"38847","larquis",1,1
"38848","noinhiv",1,1
"38849","teivsts",1,1
"38850","loivttr",1,1
"38851","n»m",1,1
"38852","lx;th",1,1
"38853","xen",2,2
"38854","s.»i",1,1
"38855","i.nind",1,1
"38856","li.et",1,1
"38857","alnmn",1,1
"38858","nehe",1,1
"38859","whn",2,2
"38860","neighu.rliood",1,1
"38861","triw",1,1
"38862","rega",1,1
"38863","w,is",1,1
"38864","riu_,or",1,1
"38865","htato",1,1
"38866","streak",2,2
"38867","maurice",7,4
"38868","bastion",2,1
"38869","ovv«l",1,1
"38870","ainlthe",1,1
"38871","lxaud",1,1
"38872","clitnh",1,1
"38873","succès",5,5
"38874","anipwll",1,1
"38875","uung",1,1
"38876","plunging",3,3
"38877","tahoureiieho",1,1
"38878","toga",1,1
"38879","beiwons",1,1
"38880","mimbei",1,1
"38881","w@to",1,1
"38882","veeeixed",1,1
"38883","bur.iriaed",1,1
"38884","spi",4,4
"38885","oaranoe",1,1
"38886","ratified",7,6
"38887","chieftainship",1,1
"38888","humus",1,1
"38889","l«cutl",1,1
"38890","tillgine",1,1
"38891","l""""i*n",1,1
"38892","in&iues",1,1
"38893","uhich",1,1
"38894","l*emgs",1,1
"38895","installation",2,2
"38896","transmitted",6,6
"38897","ixalmly",1,1
"38898","piehing",1,1
"38899","i,v'u",1,1
"38900","mitons",1,1
"38901","amyot",2,2
"38902","vawescuo",1,1
"38903","xrkv",1,1
"38904","ithv",1,1
"38905","nttor",1,1
"38906","jov",4,4
"38907","lutin",2,2
"38908","hogue",2,1
"38909","atshniu",1,1
"38910","mr)l",1,1
"38911","iraiul",1,1
"38912","ishan",1,1
"38913","hex",12,6
"38914","hastivn",1,1
"38915","suh-ehiefs",1,1
"38916","voiimwonn",1,1
"38917","loheieur",1,1
"38918","isiÿsen",1,1
"38919","xvindow",1,1
"38920","alsrnt",1,1
"38921","pn'churned",1,1
"38922","ll'llu",1,1
"38923","britishers",2,2
"38924","tanen",1,1
"38925","thouglitful",1,1
"38926","bt,vviau",1,1
"38927","lahouni",1,1
"38928","w;u",3,3
"38929","hhamtati",1,1
"38930","vdler",1,1
"38931","hulasanhont",1,1
"38932","wnmnei",1,1
"38933","thronged",5,5
"38934","j.v",2,2
"38935","tsvllta",1,1
"38936","lamemlm",1,1
"38937","saikint",1,1
"38938","owu",1,1
"38939","musician",4,4
"38940","levasseur",2,1
"38941","oming",1,1
"38942","pledge",7,6
"38943","i*eople",2,2
"38944","xmerivans",1,1
"38945","taitsontaion",1,1
"38946","butterfly",5,4
"38947","urd",1,1
"38948","l/*di*tion",1,1
"38949","iouvmilist",1,1
"38950","ceorges",1,1
"38951","at.si",1,1
"38952","riend",1,1
"38953","i,vv.nnui",1,1
"38954","charivsbourg",1,1
"38955","l*and",1,1
"38956","marcotte",2,2
"38957","laindatsatea",1,1
"38958","couitrv",1,1
"38959","bilotle«eiu",1,1
"38960","tairai",1,1
"38961","utruck",1,1
"38962","tracks",5,5
"38963","beaver",9,8
"38964","corriveati",1,1
"38965","arousin",1,1
"38966","rvaauliai,iv",1,1
"38967","k.t»d",1,1
"38968","gvntle",1,1
"38969","l*efoiv",1,1
"38970","eeti\\dy",1,1
"38971","otaha",1,1
"38972","hev",7,5
"38973","boutin",1,1
"38974","vhe",7,7
"38975","leaf",19,15
"38976","baillaivgv",1,1
"38977","tjial",1,1
"38978","uvoux",1,1
"38979","deacon",15,12
"38980","kza",1,1
"38981","cota",2,2
"38982","chiej",1,1
"38983","i*ramie",1,1
"38984","xvarriors",1,1
"38985","fvl-ladies",1,1
"38986","admirably",18,15
"38987","furent",2,2
"38988","grad",2,2
"38989","duel",7,7
"38990","ofertor",1,1
"38991","saganute",1,1
"38992","hymns",5,5
"38993","plunges",2,2
"38994","chaldron",2,1
"38995","lartleau",1,1
"38996","onlookers",3,3
"38997","tril*e",1,1
"38998","grandfathers",3,3
"38999","grandchildren",3,2
"39000","chiefs",14,9
"39001","tomuto",1,1
"39002","atanen",1,1
"39003","oosi*d",1,1
"39004","baptizing",1,1
"39005","masterly",1,1
"39006","faithfulness",1,1
"39007","attainments",1,1
"39008","wept",10,9
"39009","hlirons",1,1
"39010","after-indians",1,1
"39011","iinimtgiwt",1,1
"39012","photcyaph",1,1
"39013","jtrvenn",1,1
"39014","min,winding",1,1
"39015","npenm",1,1
"39016","fg*g",1,1
"39017","xue",1,1
"39018","ebb",5,5
"39019","f.mikks",1,1
"39020","rrel-l",1,1
"39021","omrimanctof",1,1
"39022","btrvet",1,1
"39023","ticem",1,1
"39024","iwix",1,1
"39025","stooping",4,4
"39026","îipp&tpu",1,1
"39027","câîty",1,1
"39028","buslm",1,1
"39029","d/i",1,1
"39030","l'/y",1,1
"39031","o;relied",1,1
"39032","fimt",6,6
"39033","lalllïïi**(r",1,1
"39034","sclah",1,1
"39035","paitl",1,1
"39036","coburga",1,1
"39037","mimerons",1,1
"39038","anik",1,1
"39039","arkvll",1,1
"39040","prising",2,2
"39041","mkn'h",1,1
"39042","wumln's",1,1
"39043","musses",1,1
"39044","villl.mtks",1,1
"39045","wrll",1,1
"39046","iovihi",1,1
"39047","houl",1,1
"39048","sliue",1,1
"39049","tiruirs",1,1
"39050","mabkkt",1,1
"39051","r""ivf",1,1
"39052","satmuiunii",1,1
"39053","giiarantml",1,1
"39054","t-i",2,2
"39055","piirvtmvrs",1,1
"39056","batch",2,2
"39057","nlesee",1,1
"39058","reaped",8,8
"39059","aolielt",1,1
"39060","eatiefy",1,1
"39061","plbllshkd",1,1
"39062","ntkrests",1,1
"39063","aio",2,2
"39064","livatnvsb",1,1
"39065","hhnwvillc",1,1
"39066","vatitcakt",1,1
"39067","ukvre-sen",1,1
"39068","tattv",1,1
"39069","winnipeg-wh",1,1
"39070","edwards",13,8
"39071","edinhoro",1,1
"39072","solicitor",68,41
"39073","jordon",4,3
"39074","factor",8,7
"39075","abcideen",1,1
"39076","remem",5,5
"39077","hered",2,2
"39078","souris",3,2
"39079","mat'd",1,1
"39080","utwvrhwr",1,1
"39081","uttering",6,6
"39082","ptinn",1,1
"39083","lik-inl",1,1
"39084","netruowv",1,1
"39085","vmiunenvott",1,1
"39086","htwiiwha",1,1
"39087","allw",1,1
"39088","hiterrwtf",1,1
"39089","enlmated",1,1
"39090","sujktior",1,1
"39091","t«ftlit",1,1
"39092","snail-lest",1,1
"39093","preaa",1,1
"39094","hatin-cau",1,1
"39095","fnun",3,3
"39096","brighton",7,5
"39097","ironsides",1,1
"39098","reinforcing",1,1
"39099","nald",1,1
"39100","interviews",3,3
"39101","spinning-wheels,uarnb",1,1
"39102","hand-lkvbh",1,1
"39103","ihscssing",1,1
"39104","xiwer",1,1
"39105","inquires",1,1
"39106","woll-tittod",1,1
"39107","cumbcmu",1,1
"39108","manufavturi'd",1,1
"39109","gnarenard",1,1
"39110","wfiui",1,1
"39111","bava",1,1
"39112","berbecula",1,1
"39113","ar-ishes",1,1
"39114","pasture",10,8
"39115","lis-their",1,1
"39116","trjct",1,1
"39117","îo.ooo",1,1
"39118","por-of",1,1
"39119","swedes",1,1
"39120","tjull",1,1
"39121","subsisted",2,2
"39122","weed",5,5
"39123","bito",2,2
"39124","iodine",1,1
"39125","sesrious",1,1
"39126","tampering",1,1
"39127","nitrite",1,1
"39128","resentful",2,2
"39129","delve",1,1
"39130","tiringly",1,1
"39131","t-o",1,1
"39132","supi",4,4
"39133","delights",4,4
"39134","italian",23,13
"39135","nationalities",4,4
"39136","eiirn",1,1
"39137","carries",9,9
"39138","rvpre-not",1,1
"39139","tentatives,and",1,1
"39140","peo-carrieil",1,1
"39141","pjc",1,1
"39142","influx",3,3
"39143","supplies",21,14
"39144","highlanders",3,3
"39145","new-comers",1,1
"39146","stocking",6,6
"39147","iiuli",1,1
"39148","tractors",2,2
"39149","favor-entire",1,1
"39150","apie",1,1
"39151","systematic",5,5
"39152","railroading",2,1
"39153","y,r#z",1,1
"39154","macdonnell",1,1
"39155","tough",14,13
"39156","acred",1,1
"39157","rmmds",1,1
"39158","qtbff",1,1
"39159","louisville",8,8
"39160","illl",4,4
"39161","ece",1,1
"39162","birch",5,4
"39163","tfu",1,1
"39164","accouut",1,1
"39165","redit",2,2
"39166","alley",8,8
"39167","markable",1,1
"39168","guette",1,1
"39169","mccuidy",1,1
"39170","quebec,and",1,1
"39171","roads",53,35
"39172","n&aieygl",1,1
"39173","st'ak",1,1
"39174","romseen",1,1
"39175","picard",1,1
"39176","cheaply",8,8
"39177","constructed",23,18
"39178","hirad",1,1
"39179","vouna",2,2
"39180","n'-.r",1,1
"39181","tl.tw",1,1
"39182","requ",1,1
"39183","sted",1,1
"39184","lüspect",1,1
"39185","tahourenche",1,1
"39186","ofsome",1,1
"39187","firs",5,5
"39188","ietl",1,1
"39189","leg;u,iillg",1,1
"39190","fouowing",1,1
"39191","addreae",1,1
"39192","thta",1,1
"39193","houge",1,1
"39194","heraftem.k.n",1,1
"39195","p,card",1,1
"39196","colomaation",1,1
"39197","couching",1,1
"39198","ifimfintf",1,1
"39199","orernor",1,1
"39200","t.enenu",1,1
"39201","t-low",1,1
"39202","shtawaited",1,1
"39203","j-ijuixliaax",1,1
"39204","rephecl",1,1
"39205","olllicr",1,1
"39206","miniers",1,1
"39207","prevention",4,4
"39208","tire,l",1,1
"39209","ruuhip",1,1
"39210","ex,,reseed",1,1
"39211","llelrolt",1,1
"39212","ctrp""g",1,1
"39213","tt't",1,1
"39214","tdt",1,1
"39215","ottntjq",1,1
"39216","arnd",1,1
"39217","guvemment",1,1
"39218","laboring",14,12
"39219","exetement",1,1
"39220","eara#andquietly",1,1
"39221","pl.ee",2,2
"39222","wlre",1,1
"39223","halted",5,3
"39224","lyliceman",1,1
"39225","itreet",1,1
"39226","auaxl",1,1
"39227","harrovv",1,1
"39228","jttâÿsseiars",1,1
"39229","sfte",1,1
"39230","clang",1,1
"39231","ober",6,5
"39232","uigofthe",1,1
"39233","chick",4,4
"39234","t)tn*d",1,1
"39235","sgasi»flfeau..........................................serdsiê",1,1
"39236","hsawsse-sis",1,1
"39237","j&js",1,1
"39238","tiitr",1,1
"39239","ôra",1,1
"39240","r;ï",1,1
"39241","ix'sl's",1,1
"39242","îass",1,1
"39243","irtfis",1,1
"39244","prided",1,1
"39245","dran,age",1,1
"39246","aninepectinnotthe",1,1
"39247","ize",5,3
"39248","tarred",6,5
"39249","pajer",1,1
"39250","waddling",1,1
"39251","enlivened",1,1
"39252","soles",4,4
"39253","butes",1,1
"39254","clucks",1,1
"39255","alderman",4,3
"39256","alius",4,3
"39257","jerky",1,1
"39258","frew",3,3
"39259","chewin",1,1
"39260","withstanding",5,5
"39261","uninviting",2,2
"39262","taller",2,2
"39263","camphor-g",1,1
"39264","unsavory",1,1
"39265","sub-chiefs",1,1
"39266","inoent",1,1
"39267","manifee",1,1
"39268","friskin",1,1
"39269","medals",9,6
"39270","fre",6,6
"39271","v«w",1,1
"39272","mapi",2,2
"39273","osm",1,1
"39274","i.il",1,1
"39275","pn'intml",1,1
"39276","famish",3,3
"39277","dewrlpti",1,1
"39278","boaà-scrapers",1,1
"39279","swjdi",1,1
"39280","butcvus",1,1
"39281","tohacc",2,2
"39282","perf",2,2
"39283","rtides",1,1
"39284","ticulnr",1,1
"39285","iila'ii",1,1
"39286","ganranteed",1,1
"39287","mho",7,6
"39288","gko",1,1
"39289","rrveon",1,1
"39290","ieoi",1,1
"39291","dances",5,4
"39292","archery",2,2
"39293","congratulating",4,4
"39294","lirons",1,1
"39295","viceregal",2,2
"39296","tomers",8,8
"39297","h'/h",1,1
"39298","wiiit'll",1,1
"39299","chk",1,1
"39300","bov",8,8
"39301","mov*ed",1,1
"39302","stoc",3,3
"39303","q-ood",3,3
"39304","uryaon",1,1
"39305","rkgl",1,1
"39306","uari.y",1,1
"39307","kayonm",1,1
"39308","cript",1,1
"39309","lafwat",1,1
"39310","ifviwsi",1,1
"39311","reveletion",1,1
"39312","duatriee",1,1
"39313","yajflllimwf",1,1
"39314","germany",43,26
"39315","la*v*d",1,1
"39316","iv*by",1,1
"39317","tiipmday",1,1
"39318","froprmvra",1,1
"39319","rewlt",1,1
"39320","cheapest",125,54
"39321","pro-luce",1,1
"39322","manufacturera",3,3
"39323","brussels",8,7
"39324","deetmathm",1,1
"39325","slur",3,3
"39326","ipindles",1,1
"39327","enoing",1,1
"39328","i,stead",1,1
"39329","importa",2,2
"39330","constituencies",5,5
"39331","protectionists",1,1
"39332","rous",1,1
"39333","favoured",6,4
"39334","salrt-mry",1,1
"39335","ontemiionny",1,1
"39336","ruefully",2,2
"39337","pontiac,""que",1,1
"39338","admnce",5,3
"39339","jlfly",1,1
"39340","paùl",1,1
"39341","traie",1,1
"39342","advahtaoes",1,1
"39343","lawieltll",1,1
"39344","boite",1,1
"39345","debates",6,4
"39346","incidental",3,3
"39347","eucceea",1,1
"39348","n«rt",1,1
"39349","whffll",1,1
"39350","gument",2,2
"39351","maintaining",5,5
"39352","supremacy",9,8
"39353","natioi",1,1
"39354","reniscy",1,1
"39355","carrier",9,5
"39356","trnf",1,1
"39357","fleets",4,4
"39358","whei",4,3
"39359","reference",53,34
"39360","congratu",2,2
"39361","latod",1,1
"39362","pos",11,10
"39363","aer",3,2
"39364","eric",1,1
"39365","answers,and",1,1
"39366","bare",35,26
"39367","colonels",5,4
"39368","oet",7,5
"39369","arely",1,1
"39370","exterior",3,3
"39371","tenor",5,4
"39372","stare",12,11
"39373","olu",1,1
"39374","deceitful",1,1
"39375","concentrated",15,14
"39376","imdoree",1,1
"39377","dtivane",1,1
"39378","aw*y",1,1
"39379","oueen",2,2
"39380","forgetful",3,2
"39381","ofvrhere",1,1
"39382","eaugbkgpntly",1,1
"39383","bezel",1,1
"39384","bnng",2,2
"39385","tti'vr",1,1
"39386","ssrstaî",1,1
"39387","chose",9,8
"39388","sparkle",4,3
"39389","planet's",1,1
"39390","lillics",2,1
"39391","stately",15,11
"39392","lillios",1,1
"39393","jiorfumed",1,1
"39394","robed",1,1
"39395","world's",7,6
"39396","salvation",18,12
"39397","crimson",8,6
"39398","meek",3,2
"39399","llnngiug",1,1
"39400","aheop",1,1
"39401","vne",4,4
"39402","crucifixion",1,1
"39403","sinners",1,1
"39404","nails",8,8
"39405","pierc'd",1,1
"39406","xnd",6,5
"39407","diorcod",1,1
"39408","t'hon",1,1
"39409","advcrtlioinunts",1,1
"39410","luso",1,1
"39411","cento",3,3
"39412","autacquimflnear",1,1
"39413","erci-val",1,1
"39414","redowa",2,1
"39415","teto-a-teto",1,1
"39416","misunderstand",2,2
"39417","attentions",10,6
"39418","elio",4,3
"39419","cuuuetry",1,1
"39420","tihe",1,1
"39421","conquest",3,2
"39422","insists",6,6
"39423","prio",1,1
"39424","blushing",8,8
"39425","tawny",4,4
"39426","colonel's",2,1
"39427","percival's",1,1
"39428","jealously",4,4
"39429","el's",1,1
"39430","orey",1,1
"39431","candid",4,4
"39432","woeful",3,3
"39433","twixt",1,1
"39434","thesi",1,1
"39435","shivers",3,3
"39436","lun",9,9
"39437","metical",1,1
"39438","tal",11,9
"39439","powerfully",3,3
"39440","dancer",2,2
"39441","ple",4,4
"39442","regan",1,1
"39443","jolonel",1,1
"39444","f/i",1,1
"39445","ducedly",2,2
"39446","arrival's",1,1
"39447","jealoro",1,1
"39448","scars",1,1
"39449","upbraids",1,1
"39450","proftmlonal",1,1
"39451","csr.li",1,1
"39452","riles",2,2
"39453","draining",2,2
"39454","wrpeesed",1,1
"39455","leper",4,2
"39456","forties",5,5
"39457","cormepowteuco",1,1
"39458","respondents",1,1
"39459","communleatlona",1,1
"39460","coud",2,2
"39461","fsncj",1,1
"39462","j.a",3,3
"39463","r'ôlul",1,1
"39464","k.hi",1,1
"39465","tron",2,2
"39466","eslahliehed",1,1
"39467","httendsroo",1,1
"39468","pstients",1,1
"39469","hnn",5,4
"39470","ens.ll",1,1
"39471","ejected",4,4
"39472","in-traducing",1,1
"39473","fallow",4,4
"39474","poker",14,9
"39475","questionable",4,4
"39476","grrrison",1,1
"39477","babsalou",1,1
"39478","pal,llr",1,1
"39479","frou",1,1
"39480","moutrrsl",1,1
"39481","ooeiied",1,1
"39482","l.e",3,3
"39483","foiincf",1,1
"39484","ratio",7,7
"39485","b.u.l",2,2
"39486","h»wvtilo",1,1
"39487","accontl",1,1
"39488","ihurstlhy",1,1
"39489","id,.ii",1,1
"39490","barhetfnit",1,1
"39491","tkiuvi-vjl",1,1
"39492","ëuprfiof",1,1
"39493","ouveyaiurr",1,1
"39494","murom",1,1
"39495","a*u",1,1
"39496","eetat",1,1
"39497","omtawo",1,1
"39498","omet",9,9
"39499","ilrye",1,1
"39500","fik",2,2
"39501","oski'iih",1,1
"39502","p.mbrnke",1,1
"39503","inmnwr",1,1
"39504","laserty",1,1
"39505","lradu»te",1,1
"39506","mçtltll",1,1
"39507","uwrstt",1,1
"39508","phy-aklene",1,1
"39509","hnikeona",1,1
"39510","placets",1,1
"39511","iiava",1,1
"39512","hree",2,2
"39513","iscd",1,1
"39514","civilize",2,2
"39515","lasnot",1,1
"39516","lolonel",1,1
"39517","duvelopement",1,1
"39518","sers",3,3
"39519","assessing",1,1
"39520","greatei",2,2
"39521","bene",4,4
"39522","signifi",1,1
"39523","clone",7,6
"39524","rallie",1,1
"39525","importer",5,5
"39526","exporter",1,1
"39527","moantime",1,1
"39528","handicap",2,1
"39529","a.-in",1,1
"39530","plus",2,1
"39531","vessel-in",1,1
"39532","bringin",1,1
"39533","s?.iw",1,1
"39534","tsjs",1,1
"39535","snu",1,1
"39536","rustic",12,9
"39537","bond",50,44
"39538","homewards",2,2
"39539","tempest",3,3
"39540","storming",1,1
"39541","flowery",2,2
"39542","fickle",1,1
"39543","s-to",1,1
"39544","risiu",1,1
"39545","dul",2,2
"39546","colon",6,5
"39547","smote",2,2
"39548","savannahda-msr",1,1
"39549","earthquake",8,5
"39550","foundations",6,5
"39551","coral",9,3
"39552","pompeii",1,1
"39553","bury",15,12
"39554","roney",41,30
"39555","auvocati",1,1
"39556","ua*»i»tir",1,1
"39557","xvs",1,1
"39558","offlcc",1,1
"39559","dn-f.irt",1,1
"39560","flnjnirior",1,1
"39561","inters",3,3
"39562","babsistee",1,1
"39563","l.ereared",1,1
"39564","aimsvita",1,1
"39565","oflci",1,1
"39566","purtagr-nu-fort",1,1
"39567","evon",2,2
"39568","dlitrict",1,1
"39569","montai",3,3
"39570","voluptuous",1,1
"39571","azur",1,1
"39572","mysterous",1,1
"39573","generations",9,9
"39574","enshrine",1,1
"39575","tropic",2,2
"39576","seas",13,11
"39577","mhe",12,11
"39578","foekbt",1,1
"39579","prievir",1,1
"39580","hjiat",1,1
"39581","roojuk",1,1
"39582","alien-finit",1,1
"39583","cutfsk",1,1
"39584","choie",1,1
"39585","v«cal",1,1
"39586","dome",3,3
"39587","lascinatmg",1,1
"39588","frith",2,2
"39589","desultory",1,1
"39590","langowjru",1,1
"39591","recollection",13,8
"39592","vividness",1,1
"39593","leriod",1,1
"39594","greatc",1,1
"39595","effectually",6,6
"39596","ecently",1,1
"39597","reflect",11,9
"39598","hewn",2,2
"39599","irobably",1,1
"39600","proximate",1,1
"39601","huinan",1,1
"39602","unralculated",1,1
"39603","ixcept",1,1
"39604","fossils",2,2
"39605","tantalise",1,1
"39606","conjecturing",1,1
"39607","i-r.-e",1,1
"39608","tituile",1,1
"39609","herefore",1,1
"39610","moniiously",1,1
"39611","shajje",1,1
"39612","cognize",2,2
"39613","rre",5,5
"39614","iniid",1,1
"39615","uprising",2,2
"39616","afflie'ed",1,1
"39617","erup",1,1
"39618","juakes",1,1
"39619","retie",1,1
"39620","objecte",2,2
"39621","uakes",1,1
"39622","destructive",2,2
"39623","repitition",1,1
"39624","tropical",9,7
"39625","splendours",2,2
"39626","temptations",2,2
"39627","disadvantages",1,1
"39628","fhey",2,2
"39629","spring-time",1,1
"39630","landscapes",1,1
"39631","théir",1,1
"39632","destoy",1,1
"39633","eptiles",1,1
"39634","aaa«asinate",1,1
"39635","fevers",5,5
"39636","kilfr",1,1
"39637","devastate",1,1
