"","words","term.freq","doc.freq"
"5494","fleets",3,3
"5495","staff",13,11
"5496","ceylong",1,1
"5497","armed-en",1,1
"5498","ship.the",1,1
"5499","junon",1,1
"5500","upton",1,1
"5501","lakes.a",1,1
"5502","antelope",2,1
"5503","quebec.–the",0,0
"5504","regimentsin",1,1
"5505","canada.captain",1,1
"5506","dowale",1,1
"5507","commands",4,3
"5508","papersquebec",1,1
"5509","chazy.quebec",1,1
"5510","north-western",1,1
"5511","m'leod",7,5
"5512","m'donal",1,1
"5513","repulse",2,2
"5514","recapture",1,1
"5515","forenoon",8,8
"5516","thereabouts",1,1
"5517","dowsman's",1,1
"5518","farm",15,11
"5519","cleared",13,9
"5520","slope",1,1
"5521","enabled",17,15
"5522","beach",3,3
"5523","constant",16,15
"5524","woods.lieutenant-colonel",1,1
"5525","m'doual",2,1
"5526","extremity",5,5
"5527","outflanking",1,1
"5528","watch",4,4
"5529","motions",1,1
"5530","absenting",1,1
"5531","lieutenant-colonnel",1,1
"5532","m'doual's",1,1
"5533","apprehension",5,4
"5534","outflank",1,1
"5535","enemy.a",1,1
"5536","perceived",6,6
"5537","encouraging",4,4
"5538","whoops",1,1
"5539","yells",2,2
"5540","reach",14,11
"5541","apprised",2,2
"5542","retreat.thus",1,1
"5543","holmes",3,1
"5544","spot!–the",1,1
"5545","man.previous",1,1
"5546","these:on",1,1
"5547","mary's",3,3
"5548","fishing",4,3
"5549","indiscriminate",1,1
"5550","plunder",24,13
"5551","burning",10,9
"5552","killing",3,3
"5553","engagees",1,1
"5554","tearing",1,1
"5555","cruelty",12,10
"5556","detailed",3,3
"5557","present.mr",1,1
"5558","johnstone's",2,1
"5559","clothing",9,8
"5560","ruthless",1,1
"5561","plunderers",2,2
"5562","strait",1,1
"5563","reviling",1,1
"5564","oppobrious",1,1
"5565","flourished",1,1
"5566","sword",2,2
"5567","johnstone",2,2
"5568","sufforation",1,1
"5569","risked",1,1
"5570","thereby",4,4
"5571","escape.another",1,1
"5572","exercised",6,6
"5573","carting",1,1
"5574","tackled",1,1
"5575","tied",12,12
"5576","dwelling-house",1,1
"5577","amused",3,3
"5578","animal",5,4
"5579","loose",8,7
"5580","bones",0,0
"5581","writer",10,5
"5582","papersmontreal",1,1
"5583","satisfactory",14,13
"5584","precipitately",1,1
"5585","buffaloe",1,1
"5586","erie.further",1,1
"5587","fact.major-genera",1,1
"5588","pressing",5,4
"5589","confirms",2,2
"5590","river.on",2,2
"5591","rear",7,6
"5592","sharp",2,2
"5593","wihtout",1,1
"5594","casualty",2,1
"5595","happening",1,1
"5596","precipitation",2,2
"5597","fortifications.a",1,1
"5598","courier",3,3
"5599","lake.a",1,1
"5600","stated",49,32
"5601","denies",3,3
"5602","armies",4,4
"5603","erie.quebec",1,1
"5604","details",16,12
"5605","o'clock.the",1,1
"5606","illustration",1,1
"5607","assume",2,2
"5608","superiority",6,3
"5609","re-appearance",1,1
"5610","treasure.(from",1,1
"5611","pers",1,1
"5612","negotations",1,1
"5613","ghent",1,1
"5614","pledged",4,4
"5615","little.the",1,1
"5616","exclusively",5,5
"5617","ask",9,8
"5618","retain",5,5
"5619","sole",3,3
"5620","interrupting",2,2
"5621","thinness",1,1
"5622","consequent",2,2
"5623","badness",1,1
"5624","kingson",1,1
"5625","operating",1,1
"5626","existing",5,5
"5627","parcel",3,3
"5628","francis",4,4
"5629","base",6,5
"5630","montreal.the",1,1
"5631","boundaries",1,1
"5632","incapable",4,4
"5633","preparations",11,10
"5634","waste",8,7
"5635","conveying",5,5
"5636","fivehundred",1,1
"5637","frontie",1,1
"5638","conceivable",2,2
"5639","habituated",1,1
"5640","reflection",3,3
"5641","whenever",10,7
"5642","interrupted",2,2
"5643","impracticable",11,10
"5644","derives",2,2
"5645","effective",4,4
"5646","counted",3,3
"5647","numbers.we",1,1
"5648","scruple",2,2
"5649","defensible",1,1
"5650","presqu-ile",1,1
"5651","michilimackinac",1,1
"5652","chuses",1,1
"5653","drive",3,3
"5654","states.from",1,1
"5655","urbanna",1,1
"5656","m'arthur",1,1
"5657","cass",1,1
"5658","disposal",4,4
"5659","recommenced",1,1
"5660","murdering",1,1
"5661","attacking",11,11
"5662","hasten",1,1
"5663","mounted",6,4
"5664","expedition.the",1,1
"5665","communiation",1,1
"5666","off.albany",1,1
"5667","adjourned",10,9
"5668","are:an",1,1
"5669","privateering",1,1
"5670","fencibles",1,1
"5671","provide",9,8
"5672","repayment",2,2
"5673","corporation",3,3
"5674","authorising",1,1
"5675","authorises",2,1
"5676","term",9,8
"5677","clothe",1,1
"5678","subsist",6,6
"5679","expence.the",1,1
"5680","privateer",1,1
"5681","associations",6,4
"5682","incorporate",1,1
"5683","privateers.the",1,1
"5684","monell",1,1
"5685","unanimously",8,5
"5686","saturday:–resolved",1,1
"5687","unanimously–that",1,1
"5688","mingled",9,9
"5689","emotions",2,2
"5690","indignation",4,4
"5691","extravagant",1,1
"5692","commissioners",21,17
"5693","ghent–that",1,1
"5694","ardently",2,2
"5695","consent",10,10
"5696","sacrifice",15,13
"5697","dignity–that",1,1
"5698","transmitting",2,2
"5699","unimpaired",1,1
"5700","posterity",2,2
"5701","rights",20,16
"5702","independence.the",1,1
"5703","liffey",1,1
"5704","blockade",2,2
"5705","george's",4,3
"5706","reinforce",2,2
"5707","ment",2,2
"5708","th.the",2,2
"5709","izard's",3,1
"5710","positions",1,1
"5711","brigades",1,1
"5712","meyers",1,1
"5713","faced",1,1
"5714","manfully",1,1
"5715","skirmished",1,1
"5716","glengarries",1,1
"5717","jonathan",3,2
"5718","foiled",1,1
"5719","creek.our",1,1
"5720","casualties",3,3
"5721","triflin",1,1
"5722","refrained",1,1
"5723","exposing",1,1
"5724","well-directed",1,1
"5725","shelter",6,5
"5726","announced",9,9
"5727","erie.they",1,1
"5728","purused",1,1
"5729","push",1,1
"5730","fresh",17,17
"5731","dislodge",1,1
"5732","dividion",1,1
"5733","expulsion",1,1
"5734","buffalo",4,3
"5735","defending",3,3
"5736","it.sir",1,1
"5737","brough",4,4
"5738","skeleton",1,1
"5739","theremains",1,1
"5740","comprising",1,1
"5741","brigs",2,2
"5742","scarcely",13,13
"5743","frame",4,4
"5744","lengthened",2,2
"5745","regent",8,5
"5746","keel",3,3
"5747","michilimacinack",1,1
"5748","rocheblave",1,1
"5749","wardrop",1,1
"5750","m'kenzie",1,1
"5751","nottawasage",1,1
"5752","bulgar",1,1
"5753","praire",2,2
"5754","chain.the",1,1
"5755","reinforcing",1,1
"5756","drummond's",1,1
"5757","inducing",1,1
"5758","weakened",1,1
"5759","result",17,16
"5760","him.i",1,1
"5761","tenfold",1,1
"5762","expression",4,4
"5763","assure",6,6
"5764","unsolicited",1,1
"5765","kempt",1,1
"5766","exposethe",1,1
"5767","falsehoods",1,1
"5768","circulated",6,6
"5769","walesa",1,1
"5770","mac",1,1
"5771","quarrie",1,1
"5772","tour",12,5
"5773","undertaken",5,5
"5774","personally",3,3
"5775","appreciate",5,4
"5776","explored",4,3
"5777","evans",6,1
"5778","lands.to",1,1
"5779","boundary",4,4
"5780","twenty-five",3,3
"5781","induce",7,7
"5782","explore",1,1
"5783","circumscribed",1,1
"5784","surface",5,4
"5785","thick",5,4
"5786","impenetrable",2,2
"5787","effort",5,4
"5788","surmount",1,1
"5789","difficulties",22,14
"5790","abate",1,1
"5791","considerably.the",1,1
"5792","records",4,3
"5793","bass",2,2
"5794","caley",2,1
"5795","cirumstance",1,1
"5796","wondered",1,1
"5797","mountains.to",1,1
"5798","gregory",1,1
"5799","blaxland",3,1
"5800","wentworth",2,1
"5801","esqrs",1,1
"5802","lawson",2,1
"5803","patience",1,1
"5804","fatigu",1,1
"5805","rugged",5,1
"5806","mountains.the",1,1
"5807","impressed",2,2
"5808","availed",1,1
"5809","facilities",6,5
"5810","discoveries",3,2
"5811","accomplishment",1,1
"5812","road",26,14
"5813","conveyance",9,9
"5814","volunteered",1,1
"5815","selected",12,11
"5816","arduous",5,4
"5817","fed",1,1
"5818","emancipations",1,1
"5819","work.the",1,1
"5820","superintendence",3,3
"5821","cox",8,1
"5822","magistrate",8,8
"5823","windsor",4,2
"5824","encountered",3,3
"5825","sees",1,1
"5826","promises",3,3
"5827","utility",2,2
"5828","industrious",17,15
"5829","enterprising",8,7
"5830","relinquished",1,1
"5831","fatigue",2,1
"5832","bark",4,4
"5833","hut",1,1
"5834","inclemency",1,1
"5835","privations",6,4
"5836","entitled.mr",1,1
"5837","january",26,22
"5838","jamieson",1,1
"5839","nepean",6,2
"5840","governor's",2,1
"5841","antill",1,1
"5842","watts",2,2
"5843","aide",1,1
"5844","redfern",1,1
"5845","assistant-surgeon",1,1
"5846","oxley",1,1
"5847","surveyor-general",2,1
"5848","mehan",1,1
"5849","lewin",1,1
"5850","painter",1,1
"5851","naturalist",2,2
"5852","rejoined",1,1
"5853","bathurst",20,4
"5854","plains.the",1,1
"5855","ascent",5,2
"5856","emu",5,1
"5857","resting",1,1
"5858","ford",5,2
"5859","forests",3,3
"5860","lofty",4,2
"5861","trees",19,12
"5862","excited",6,6
"5863","traveller",5,4
"5864","disstance",1,1
"5865","stunted",1,1
"5866","rocky",2,2
"5867","fatigues",1,1
"5868","commence",2,2
"5869","mountainous",1,1
"5870","pile",2,2
"5871","abrupt",6,3
"5872","limit",2,2
"5873","hence",19,11
"5874","mountain",11,6
"5875","caley's",1,1
"5876","henceforward",4,4
"5877","steep",1,1
"5878","constitutes",4,4
"5879","summit",3,2
"5880","presents",4,3
"5881","sides",10,8
"5882","hawkesbury",2,1
"5883","distinctly",7,7
"5884","majestic",1,1
"5885","grandeur",3,2
"5886","south-west",3,1
"5887","terminates",2,1
"5888","precipices",1,1
"5889","depth",2,2
"5890","bottom",5,4
"5891","romantically",1,1
"5892","magnitude",3,2
"5893","terminating",2,2
"5894","abruptly",1,1
"5895","thickly",1,1
"5896","regent's",6,2
"5897","thirty-third",1,1
"5898","grand–mountains",1,1
"5899","rising",11,8
"5900","stupendous",1,1
"5901","masses",1,1
"5902","admiration",15,12
"5903","circular",11,7
"5904","pitt's",1,1
"5905","amphitheatre",2,2
"5906","offset",1,1
"5907","branch",15,13
"5908","continues",8,6
"5909","ridge",3,1
"5910","perpendicular",2,2
"5911","precipice",1,1
"5912","feet",27,15
"5913","measurement",2,2
"5914","tremendous",2,2
"5915","descent",2,1
"5916","windings",1,1
"5917","three-fourths",5,5
"5918","reflects",3,3
"5919","undergone",2,2
"5920","surmounted",3,3
"5921","appreciated",4,4
"5922","perpetuate",1,1
"5923","cox's",5,1
"5924","tribute",3,3
"5925","valley",9,1
"5926","retrospective",1,1
"5927","overhanging",1,1
"5928","magnificently",1,1
"5929","descending",3,2
"5930","approaching",3,3
"5931","highness",16,7
"5932","york.on",1,1
"5933","pasture",1,1
"5934","vale",6,1
"5935","clwyd",3,1
"5936","resemblance",1,1
"5937","grass",12,7
"5938","dant",1,1
"5939","rivulet",2,1
"5940","runs",4,3
"5941","unites",1,1
"5942","junction",4,2
"5943","streams",4,4
"5944","empties",1,1
"5945","conjectured",2,2
"5946","mut",2,1
"5947","floods",3,2
"5948","occasionally",6,3
"5949","low",27,22
"5950","discharges",3,3
"5951","extends",3,3
"5952","westerly",2,2
"5953","hilly",4,1
"5954","passage.three",1,1
"5955","formerly",5,5
"5956","terminated",5,5
"5957","excursion",1,1
"5958","brush-wood",1,1
"5959","cutting",4,3
"5960","seriously",5,5
"5961","healths",1,1
"5962","patient",1,1
"5963","endurance",1,1
"5964","commemoration",1,1
"5965","receieved",1,1
"5966","wentworth's",1,1
"5967","sugar",12,7
"5968","loaf",2,2
"5969","lawson's",1,1
"5970","narrow",3,3
"5971","vallies",6,3
"5972","alternately",4,4
"5973","stage",8,6
"5974","clarence",4,2
"5975","range.proceeding",1,1
"5976","attracts",1,1
"5977","attentions",3,3
"5978","crowned",2,2
"5979","discoverer",1,1
"5980","pasturage",3,1
"5981","improving",7,7
"5982","sidmouth",4,2
"5983","unencumbered",1,1
"5984","herbs",1,1
"5985","plants",3,3
"5986","gratify",4,4
"5987","scientific",3,3
"5988","botanist",1,1
"5989","northwest",1,1
"5990","respects",6,6
"5991","resembles",3,3
"5992","exhibity",2,2
"5993","gently",2,1
"5994","judging",2,2
"5995","height",6,5
"5996","width",1,1
"5997","occasions",4,4
"5998","drought",4,4
"5999","apparently",6,4
"6000","pools",2,1
"6001","running",5,4
"6002","stream",11,10
"6003","reaches",3,3
"6004","paradox",2,1
"6005","mole",2,1
"6006","uncommonly",2,2
"6007","crosses",1,1
"6008","mitchell",1,1
"6009","flax",3,3
"6010","growing",9,8
"6011","quanities",2,2
"6012","o'connel",1,1
"6013","yielding",1,1
"6014","necessities",2,2
"6015","life.at",1,1
"6016","champaign",1,1
"6017","wooded",1,1
"6018","constituted",4,4
"6019","winding",1,1
"6020","traced",5,5
"6021","ajoining",1,1
"6022","verdure",1,1
"6023","clean",7,4
"6024","cultivation.it",1,1
"6025","silence",4,4
"6026","solitude",2,2
"6027","designed",3,2
"6028","occupancy",1,1
"6029","described.the",1,1
"6030","river–the",2,2
"6031","excursions",2,1
"6032","directions",7,6
"6033","site",8,5
"6034","erection",8,7
"6035","occur",4,4
"6036","mechanics",17,13
"6037","hereafter",6,6
"6038","permanent",12,10
"6039","residences",1,1
"6040","uses",2,2
"6041","sanguinely",1,1
"6042","disappointment.during",1,1
"6043","separated",5,5
"6044","ranges",2,2
"6045","circumstanced",1,1
"6046","grazing.the",1,1
"6047","feels",1,1
"6048","exaggerated",2,2
"6049","thsoe",2,2
"6050","withvisiting",1,1
"6051","rarely",2,2
"6052","sufficiency",5,4
"6053","tracks",4,3
"6054","stock",22,18
"6055","years.within",1,1
"6056","regrets",1,1
"6057","improves",1,1
"6058","degenerates",1,1
"6059","everywhere",2,2
"6060","inferior",16,13
"6061","house-building",1,1
"6062","husbandry.the",1,1
"6063","limestone",3,3
"6064","settled.having",1,1
"6065","features",4,4
"6066","productions",3,3
"6067","denomination",2,2
"6068","perch",3,3
"6069","flavour",1,1
"6070","unlike",1,1
"6071","cod",1,1
"6072","grows",3,3
"6073","voracious",9,9
"6074","halting",1,1
"6075","weight",12,11
"6076","lb.the",2,2
"6077","kangaroos",1,1
"6078","emus",1,1
"6079","turkies",1,1
"6080","bustards",1,1
"6081","ducks",2,2
"6082","quail",1,1
"6083","bronze",1,1
"6084","pigeons",1,1
"6085","ponds.the",1,1
"6086","flag",9,7
"6087","bearing",4,4
"6088","geographic",1,1
"6089","statute",5,4
"6090","measured",6,5
"6091","miles.the",1,1
"6092","carefully",5,5
"6093","bathurst.the",1,1
"6094","stages",1,1
"6095","principally",5,4
"6096","regulated",2,2
"6097","stage–spring",1,1
"6098","ditto–jamieson's",1,1
"6099","ditto–blackheath",1,1
"6100","ditto–cox's",1,1
"6101","ditto–the",1,1
"6102","ditto–sidmouth",1,1
"6103","ditto–campbell",1,1
"6104","ditto–bathurst",1,1
"6105","abundance.on",1,1
"6106","ult.the",1,1
"6107","deems",1,1
"6108","notify",2,2
"6109","grants",10,8
"6110","ministers",19,15
"6111","it.in",1,1
"6112","prescribed",3,3
"6113","enforcing",4,4
"6114","reflect",3,3
"6115","explanation",2,2
"6116","here.the",1,1
"6117","offering",6,6
"6118","ackowledgements",1,1
"6119","assuring",1,1
"6120","meritorious",1,1
"6121","population.we",1,1
"6122","extracts",7,6
"6123","populattion",1,1
"6124","baines",2,2
"6125","whites",18,5
"6126","demerare",1,1
"6127","coloured",13,2
"6128","bahama",3,3
"6129","grenadines",1,1
"6130","berumda",1,1
"6131","surinam",3,3
"6132","curacoa",1,1
"6133","births",4,3
"6134","berbice",1,1
"6135","popultion",1,1
"6136","barbadoes",2,2
"6137","exceeds",2,2
"6138","antigua",4,3
"6139","papers.montreal",1,1
"6140","steam-boat",3,2
"6141","upward",1,1
"6142","cash-office",1,1
"6143","john's.at",1,1
"6144","authentic",6,5
"6145","selkirk",14,6
"6146","parte",1,1
"6147","expe",1,1
"6148","dition",1,1
"6149","explained",5,5
"6150","courant",1,1
"6151","puts",2,2
"6152","semple",13,5
"6153","governor-general",3,3
"6154","hudson's",11,7
"6155","obtruded",1,1
"6156","altered",2,2
"6157","circuitous",1,1
"6158","try",11,10
"6159","cartloads",1,1
"6160","twenty-two",2,2
"6161","discovery",2,2
"6162","rear-guard",1,1
"6163","selkirk's",7,4
"6164","chartered",6,5
"6165","association",9,7
"6166","selkirkwe",1,1
"6167","dispute",6,6
"6168","company:extract",1,1
"6169","half-breeds",2,1
"6170","spurious",1,1
"6171","accurate",3,3
"6172","transaction",4,4
"6173","half-breed",1,1
"6174","com",4,4
"6175","pany",2,2
"6176","rascals",2,2
"6177","people's",2,2
"6178","winipie",1,1
"6179","look-out",3,3
"6180","men[?]'s",1,1
"6181","disbanded",6,6
"6182","treason",3,2
"6183","subsequently",5,5
"6184","warrants",1,1
"6185","formal",3,3
"6186","packs",1,1
"6187","beaver",2,2
"6188","examining",3,3
"6189","oyer",2,2
"6190","terminer",2,2
"6191","stuart",2,2
"6192","ci-de",1,1
"6193","vant",1,1
"6194","solicitor-general",1,1
"6195","dismissed",2,2
"6196","ineffectual",2,2
"6197","misguided",1,1
"6198","impeach",1,1
"6199","sewell",1,1
"6200","monk",3,3
"6201","spoke",6,5
"6202","eloquently",1,1
"6203","opposed",25,15
"6204","bailed",1,1
"6205","sureties",4,4
"6206","inconsiderable",2,2
"6207","advering",1,1
"6208","crimes",6,4
"6209","misdemeanours",1,1
"6210","charged.in",1,1
"6211","herald",4,4
"6212","lengthy",1,1
"6213","signed",6,6
"6214","montius",1,1
"6215","charter",7,4
"6216","possess",9,8
"6217","vested",6,6
"6218","appointing",4,4
"6219","superintend",3,3
"6220","regulate",7,5
"6221","masterly",2,2
"6222","pamphlet",2,2
"6223","miscarry",1,1
"6224","uncertain",2,2
"6225","water-travelling",1,1
"6226","close.montreal",1,1
"6227","favouring",1,1
"6228","emigration",141,55
"6229","extracted",4,4
"6230","cobbet's",1,1
"6231","cobbett's",3,2
"6232","america&c.on",1,1
"6233","importer",1,1
"6234","ogden",1,1
"6235","steerage",2,2
"6236","fleeing",2,2
"6237","ruin",8,7
"6238","starvation",2,2
"6239","disagreeable",5,5
"6240","perilous",2,2
"6241","lightning",7,3
"6242","struck",11,7
"6243","shivered",1,1
"6244","slightly",2,2
"6245","blow.some",1,1
"6246","fellow-passengers",1,1
"6247","advised",3,3
"6248","emigrate",25,21
"6249","farmer",23,9
"6250","sorts",8,6
"6251","why",7,6
"6252","expend",3,2
"6253","undergo",5,5
"6254","miseries",4,4
"6255","taxes",15,10
"6256","poor-rates",1,1
"6257","gets",3,3
"6258","earnings",3,3
"6259","endure",2,2
"6260","hardships",6,4
"6261","corruption",5,4
"6262","dislocation",1,1
"6263","sheepish",1,1
"6264","sure",15,11
"6265","foster",2,2
"6266","nobody",3,3
"6267","emigrating",8,7
"6268","farming",10,6
"6269","downright",1,1
"6270","madness",10,10
"6271","spe",1,1
"6272","culations",1,1
"6273","premature",2,2
"6274","enthusiastic",3,3
"6275","products",1,1
"6276","romance",1,1
"6277","tell",5,5
"6278","mellish",1,1
"6279","book",3,3
"6280","tells",5,5
"6281","eightpence",1,1
"6282","hay",9,6
"6283","pounts",1,1
"6284","species",8,8
"6285","pocket",5,5
"6286","resolve",2,2
"6287","attract",1,1
"6288","somewhat",17,13
"6289","skilled",1,1
"6290","healthful",1,1
"6291","pursuits",2,2
"6292","busily",2,2
"6293","planting",1,1
"6294","cherry",1,1
"6295","multitudes",5,4
"6296","planted",2,2
"6297","avenues",1,1
"6298","rows",1,1
"6299","blossom",5,4
"6300","begin",5,5
"6301","show",13,10
"6302","apple",2,1
"6303","pear",2,2
"6304","orchards",1,1
"6305","bloom",4,4
"6306","farms",4,3
"6307","labourers",41,25
"6308","threepence",1,1
"6309","a-day",1,1
"6310","lodging",3,2
"6311","consists",13,13
"6312","meat",6,4
"6313","cheese",6,5
"6314","eggs",3,1
"6315","prices",24,15
"6316","inn",7,4
"6317","lodge",6,4
"6318","bed-room",1,1
"6319","smoked",1,1
"6320","chops",1,1
"6321","breakfast",3,2
"6322","crackers",1,1
"6323","cakes",1,1
"6324","smell",2,2
"6325","egg",1,1
"6326","dish",1,1
"6327","snip",1,1
"6328","plateful",1,1
"6329","lump",2,2
"6330","bits",1,1
"6331","hazle",1,1
"6332","nut",1,1
"6333","thumping",1,1
"6334","mackerel",1,1
"6335","lobsters",1,1
"6336","lamb",4,4
"6337","veal",1,1
"6338","ham",3,3
"6339","asparagus",1,1
"6340","supper",5,3
"6341","peaches",2,2
"6342","cyder",1,1
"6343","drink",9,7
"6344","kindest",1,1
"6345","landlady",3,2
"6346","cost",10,9
"6347","grumbling",1,1
"6348","wiggins",1,1
"6349","fastening",1,1
"6350","bit",1,1
"6351","chip",1,1
"6352","latch",1,1
"6353","door",7,7
"6354","carelessly",1,1
"6355","emigrationthe",3,3
"6356","authenticity",2,2
"6357","endured",2,2
"6358","emigrants",98,48
"6359","amsterdam",7,4
"6360","belief",3,3
"6361","libson",1,1
"6362","witnesses",3,3
"6363","gloomy",6,6
"6364","reflexions",1,1
"6365","indulged",1,1
"6366","germany",7,4
